TooltipMessage/GameManualButton/Unlock,Game Manual
GameManualItem/content/git pull/commandDetail/1/exampleBox,"git pull <color=#CF001C>origin</color> <color=""#173D91"">new-feature</color>"
GameManualItem/content/git pull/commandDetail/1/hint,"<b>1. Confirm the name of the remote repository:</b>
     In common project development, we only need one connected remote repository, 
     which is named 'origin' in Git.

     However, if you are connected to multiple remote repositories.
     Before synchronizing the content,
     please use the <color=#CF001C>git remote</color> command to check the correct remote repository.

<b>2. Ensure you are on the correct branch:</b>
     Before executing this command, please ensure you are on the correct branch.
     If you execute <color=#CF001C>git pull origin new-feature</color> while on the 'master' branch,
     the 'master' branch will receive the 'commit history' of the remote 'new-feature'.
     This could cause unnecessary confusion."
GameManualItem/content/IntroGameManual/1,"The Game Manual can help you review the content you have learned previously in the game. 
You can open and view its contents at any time during the stage selection screen or while playing a stage.

If you encounter difficulties in the game and can't solve the current challenges,
the Game Manual can provide hints and solutions.

As you play new stages, new knowledge will be unlocked and added to it. 
The knowledge is divided into three main themes:

<b>1. Git Commands:</b>
     All Git commands learned in the game are categorized under this section.
     It includes the usage, scenarios, and things that need to be noticed for each command.

<b>2. Game Rules and Windows:</b>
     This category includes the game's systems, windows, and rules. 
     If need to review the feature in the game, you can learn from this category.

<b>3. Version Control:</b>
     This section contains knowledge and concepts about version control and Git.

When you have completed a stage in the game and want to review the knowledge learned previously, you can open the Game Manual for review.
Or you can select the stage you want to review directly from the stage selection screen for practical exercises."
GameManualItem/content/IntroGameManual/2/Title,Knowledge item in the manual
GameManualItem/content/IntroGameManual/2,"In the Game Manual, the contents under each category are listed on the left side. 
You can click the category buttons in the upper left corner to view the knowledge list in each category.

The knowledge list has three different icons:

<b>1. Locked knowledge, which can be unlocked by playing new stages:</b>"
GameManualItem/content/IntroGameManual/3,<b>2. Unlocked knowledge:</b>
GameManualItem/content/IntroGameManual/4,<b>3. Unlocked knowledge that may used at the current stage:</b>
GameManualItem/content/IntroGameManual/5,"     This feature is especially helpful for the 'Git Commands' category.
     It can help you determine which commands will be used at the current stage."
GameManualItem/content/IntroFileContent/1,"The File Content window simulates a document editing tool in an actual computer.
It allows you to edit the contents of a specified document.

This window has the following features:
1. Add content
2. Modify content of specific lines
3. Delete content of specific lines
4. Rename the current file"
GameManualItem/content/IntroFileContent/2/Title,Title bar introduction
GameManualItem/content/IntroFileContent/2,"<b>Left text:</b> The name of the current document being edited.
<b>Right pencil icon:</b> Button to rename the file."
GameManualItem/content/IntroFileContent/3/Title,File content area
GameManualItem/content/IntroFileContent/3,"After opening a specified file, its content will be displayed in this area. 

Structure in each line: 
<b>·Left pencil button:</b> Modify this content in this line.
<b>·Middle text:</b> The text content in this line.
<b>·Right X button:</b> Delete this line.

Besides, there is a <color=#CF001C>+</color> button at the bottom for adding new content to the file."
GameManualItem/content/IntroFileContent/4,"If you perform an incorrect action during the game,
the system will display an error message here and provide the reason for the error.

To learn how to avoid operation errors,
please refer to 'How to Complete Objectives Perfectly' in the Game Manual."
GameManualItem/content/IntroFileManager/1,"The File Manager window simulates a file explorer system in a real computer.
It displays the contents of the computer in the current simulation background.

In the game, the window will usually remain open.
Because some Git commands require you to enter the names of specific files."
GameManualItem/content/IntroFileManager/2/Title,Toolbar introduction
GameManualItem/content/IntroFileManager/2,"<b>Left button:</b> Return to the previous folder.
<b>Right text box:</b> Displays the current folder location/path (Home is the home page)."
GameManualItem/content/IntroFileManager/3/Title,File type introduction
GameManualItem/content/IntroFileManager/3,"In this game, the files in the File Manager are simply divided into two types.
You can define them based on their icons:

<b>1. Document Type:</b>"
GameManualItem/content/IntroFileManager/4,"     Open the 'File Content' window by clicking the left mouse button.
     Right-clicking on the document icon will open the function menu.

<b>2. Folder Type:</b>"
GameManualItem/content/IntroFileManager/5,"     Click the left mouse button on the target folder to go into it.
     After moving, you can view the contents of the folder."
GameManualItem/content/IntroFileManager/6,"If you perform an incorrect action during the game,
the system will display an error message here and provide the reason for the error.

To learn how to avoid operation errors,
please refer to 'How to Complete Objectives Perfectly' in the Game Manual."
GameManualItem/content/IssuesBackupFile/1,"While backing up files can be a simple and quick way to manage a project.
It can cause many problems over time, 
making the project difficult to manage and negatively impacting development efficiency.

Here are a few common issues:

<b>1. Irrelevant files in project folder:</b>
     To back up files, you must copy and rename them with clear names. 
     Over time, there are many irrelevant files in the folder, making it not easy to manage.

<b>2. Difficulty in finding the difference between versions:</b>
     To understand the modifications made in a particular version, 
     you have to go through the entire file content. 
     When there are serious errors occur during development, 
     it takes a lot of time and effort to locate the source of the error.

<b>3. Modify the wrong files:</b>
     When there are too many irrelevant files in the project, 
     you might accidentally make changes to an old version of a file, 
     it confused the project records.

<b>4. Inconvenience in team development:</b>
     When collaborating with others on a project, 
     the method of file backup can confuse the development process.
     For example, issues like the number of backup files, time spent finding file differences, 
     and how to merge team content.

These are the common problems above.
Managing projects with backup files can lead to many unexpected troubles.

Using Git to manage projects can solve these problems.
It enhances the stability and efficiency of the project.
Allows you to spend more time on project development."
GameManualItem/content/DetachedHEAD/1,"Detached HEAD is a state in Git.
When the current HEAD is positioned at a specific commit, 
rather than on any branch in the Git repository.

This situation usually occurs when we use the following command:"
GameManualItem/content/DetachedHEAD/1/Image,HEAD (Detached)
GameManualItem/content/DetachedHEAD/1/Command,git checkout <color=#CF001C>commit_ID</color>
GameManualItem/content/DetachedHEAD/2,"This command moves the HEAD to the specified commit, HEAD is in a 'Detached HEAD' state.

If new commits are created in this state, they will not belong to any branch. 
These commits not only risk being lost but can also cause management issues in the project.

Therefore, after switching to another commit to view file contents.
If you want to develop new features, please don't forget to switch back to the target branch. 
You can use the following command to switch back to a specific branch:"
GameManualItem/content/DetachedHEAD/2/Command,git checkout <color=#CF001C>branch_name</color>
GameManualItem/content/DetachedHEAD/2/tip,"In the game, when a Detached HEAD situation occurs.
The text <color=#CF001C>HEAD (Detached)</color> that will show on the branch list in the Commit History window.
Click it, and all the commits will become transparent. "
GameManualItem/content/.gitAndGitCoreAreas/1/Title,.git folder introduction
GameManualItem/content/.gitAndGitCoreAreas/1,"When you have decided the project you want to manage, 
you need to execute the following command in the project folder path to create the Git management system:"
GameManualItem/content/.gitAndGitCoreAreas/1/Command,git init
GameManualItem/content/.gitAndGitCoreAreas/2,"After execution is successful, 
a hidden folder named <color=#CF001C>.git</color> will be created in the project folder."
GameManualItem/content/.gitAndGitCoreAreas/3,"<color=#CF001C>.git</color> is a core component of Git. 
It stores all data related to the project, including the entire version history. 
Without this folder, most Git commands cannot be executed."
GameManualItem/content/.gitAndGitCoreAreas/4/Title,Git's core areas
GameManualItem/content/.gitAndGitCoreAreas/5,"Git consists of three important areas that help us manage projects using Git:

<b>1. Working Directory:</b>
     The area inside the project folder is known as the working directory, 
     including text, images, and other project files. 
     In the working directory, we add and edit files to develop the project.

<b>2. Staging Area:</b>
     The staging area acts as a bridge between the 'working directory' and the 'repository'. 
     We move modified files from the 'working directory' to this area. 
     Once ready, these files are moved to the 'repository' through a command 
     to create a new 'commit'.

<b>3. Repository:</b>
     The repository is the core area of Git, storing all records of the project. 
     After adding a new commit, it is stored in the 'commit history' area of the 'repository'. 
     This area helps track the version of changes."
GameManualItem/content/.gitAndGitCoreAreas/5/tip,"In fact, the <color=#CF001C>.git</color> folder is actually the 'repository', 
and the 'staging area' is also contained in the folder."
GameManualItem/content/RuleNameBranch/1,"Learning how to name branches is important.
Clear and specific branch names help manage the project more effectively.
And make it easier for the team to understand the purpose of each branch.

Here are some principles for naming branches:

<b>1. Keep it concise and clear:</b>
     The branch name should be simple and clear, 
     containing enough information to describe the purpose of creating the branch."
GameManualItem/content/RuleNameBranch/1/tip,"For example, using <color=#CF001C>fix-login-bug</color> is better than <color=#CF001C>fix-login-bug-in-homepage</color>.
To avoid overly long branch names."
GameManualItem/content/RuleNameBranch/2,"
<b>2. Avoid special symbols, spaces, and other language characters:</b>
     Branch names should avoid special symbols, spaces, and other language characters.
     Ensure the project can be used and read in different language environments.

     Proper naming should use lowercase English letters and
     separate words with hyphens (-) or slashes (/) to enhance readability."
GameManualItem/content/RuleNameBranch/2/tip,For example: <color=#CF001C>new-system-feature</color> or <color=#CF001C>new/system/feature</color>.
GameManualItem/content/RuleNameBranch/3,"
<b>3. Include author's name:</b>
     In team development, include the author's name in the branch name.
     It helps track the development progress of team members and 
     identify the person responsible for the development."
GameManualItem/content/RuleNameBranch/3/tip,For example: <color=#CF001C>john-bugfix-quest</color>.
GameManualItem/content/RuleNameBranch/4,"
<b>4. Add Issue ID:</b>
     In team project, developers often create discussion forums to solve problems. 
     Including the issue ID in the branch name helps track the corresponding issue."
GameManualItem/content/RuleNameBranch/4/tip,For example: <color=#CF001C>pan-3759-trade</color>.
GameManualItem/content/RuleNameBranch/5,"Following these principles for branch naming helps to understand the purpose of each branch. 
If you are part of a team, adhere to the team's branch naming rules to maintain consistency. 
It helps the team better understand and manage branches."
GameManualItem/content/ProcessCreateCommit/1,"When you have completed the development of a specific feature, 
or when you need to back up content in development.
It's time to create a commit in your local repository. 

Here's the process for creating a commit:

<b>1. Determine the files to upload:</b>
     You need to move files to the staging area 
     before you can push the file content to the repository to create a commit. 
     Please use commands to ensure that the staging area contains the files you want to save, 
     while irrelevant files should not be included in the staging area.

<b>2. Write a commit message and create the commit:</b>
     After confirmation, create a commit using the following command:"
GameManualItem/content/ProcessCreateCommit/1/Command,"git commit <color=#CF001C>-m or --message</color> <color=""#173D91"">""commit message""</color>"
GameManualItem/content/ProcessCreateCommit/2,"     The commit message should clearly describe the changes you made. 
     This helps track and understand the purpose of the commit.

     Executing this command means that you have completed the creation of the commit.
     You can also use the following command to verify if the operation was successful:"
GameManualItem/content/ProcessCreateCommit/2/Command,git log
GameManualItem/content/ProcessCreateCommit/3,"
<b>3. Upload the commit to the remote repository (optional):</b>
     After completing the development on your local branch, 
     you can push it to the linked remote repository using the following command:"
GameManualItem/content/ProcessCreateCommit/3/Command,"git push <color=#CF001C>remote_repository_alias</color> <color=""#173D91"">local_branch</color>"
GameManualItem/content/RuleCommitMessage/1,"Learning how to write Git commit messages is very important.
Clear and concise commit messages can better manage a project.
And make it easier for both teams and individuals to understand the purpose of each commit.

Here are some principles for writing commit messages:

<b>1. Keep it short and clear:</b>
     A good commit message should be able to declare the purpose of the commit 
     in one sentence. 
     This helps other developers to quickly understand the changes."
GameManualItem/content/RuleCommitMessage/1/tip,For example: <color=#CF001C>Added structure for web page login interface</color>.
GameManualItem/content/RuleCommitMessage/2,"
<b>2. Use key information:</b>
     Depending on the purpose of the commit, use verbs at the beginning of the message."
GameManualItem/content/RuleCommitMessage/2/tip,"Add verbs like 'Add', 'Update', and 'Delete' to enhance readability. 
For example: <color=#CF001C>Fix error: Welcome message not displayed after login</color>."
GameManualItem/content/RuleCommitMessage/3,"
<b>3. Avoid meaningless messages:</b>
     When writing commit messages, avoid vague or meaningless content.
     It can make it difficult for other developers to understand the purpose of the commit."
GameManualItem/content/RuleCommitMessage/3/tip,"For instance, avoid generic messages like <color=#CF001C>New commit</color> or <color=#CF001C>Fixed error</color>.
These messages are short and lack specific meaning."
GameManualItem/content/RuleCommitMessage/4,"
<b>4. Focus on a single topic:</b>
     Good development practice should focus on a specific goal 
     and include it in the commit message. 
     This not only makes each commit clearer but also reduces development risks."
GameManualItem/content/RuleCommitMessage/4/tip,"For example, if developing Feature A and Feature B at the same time.
But they are not closely related, consider splitting them into two separate commits."
GameManualItem/content/RuleCommitMessage/5,"These principles of commit messages help teams and individuals better understand the purpose of each commit. 
This improves the stability and efficiency of project management."
GameManualItem/content/ResolveMergeConflict/1,"Merge conflicts can occur during branch merging, 
especially common in collaborative work involving multiple people.

Conflicts happen when two branches make different changes to the same file. 
Git cannot automatically determine which content should be kept and which should be discarded.
So Git will ask developers to manually resolve these conflicts.

Here are the steps to resolve merge conflicts:

<b>1. Identify the conflicted files:</b>
     When a conflict occurs, the command line will display all files with conflicts. 
     These files will also appear as 'unstaged' in the staging area.

<b>2. Understand the contents of the conflicted files:</b>
     The conflicted file will have three special symbols added: <color=#CF001C><</color>, <color=#CF001C>=</color>, and <color=#CF001C>></color>。
     The modifications from both merging branches are included between these symbols."
GameManualItem/content/ResolveMergeConflict/2,"     For example, in the file shown above, 
     a conflict occurred when attempting to merge 
     the <color=#CF001C>new-feature</color> branch into the <color=#CF001C>master</color> branch.

     The special symbols divide the modifications of these branches.
     The content from lines 1 to 3 shows HEAD, 
     representing the modifications from the current branch <color=#CF001C>master</color>.
     The content from lines 3 to 5 shows the modifications from the <color=#CF001C>new-feature</color> branch.

<b>3. Resolve the file conflict:</b>
     Resolving the file conflict involves deciding which content to keep or delete."
GameManualItem/content/ResolveMergeConflict/3,"     For example:
     If you want to keep the modifications from the <color=#CF001C>new-feature</color> branch 
     and remove those from the <color=#CF001C>master</color> branch.
     Please delete the following content:
     1. The three lines of special delimiter symbols (lines 1, 3, 5).
     2. The modification content from the <color=#CF001C>master</color> branch (line 2).

<b>4. Create a commit to continue merging:</b>
     After resolving all file conflicts, please create a new commit with the resolved content. 
     After committing, the merging process will continue. 
     Finally, the <color=#CF001C>master</color> branch will receive the newly resolved commit."
GameManualItem/content/gitMergeModes/1,"When executing a branch merge command, 
Git compares the commit histories of the two target branches 
and apply one of the following merge modes:

Here are the three merge modes in Git:
1. Fast-Forward Merge
2. Auto Merge
3. Merge Conflict"
GameManualItem/content/gitMergeModes/2/Title,Fast-Forward Merge
GameManualItem/content/gitMergeModes/2,"When comparing the commit histories of the two branches, 
if their paths are linear without any forks, 
Git performs a fast-forward merge.

A fast-forward merge updates the current branch's commit history 
until the records are the same as the targeted merge branch.
There's no new commits are created, only update the commit history."
GameManualItem/content/gitMergeModes/3/Title,Auto Merge
GameManualItem/content/gitMergeModes/3,"When comparing the commit histories of the two branches, 
if they diverge into two separate development paths, 
Git compares the modifications in both branches.

If Git finds that the modifications in the branches do not cause conflicts.
It will use auto-merge.

After merging the contents of the specified branch into the current branch, a new commit is created. 
It means the merge action was successful, 
and the commit message will display the names of the two merged branches."
GameManualItem/content/gitMergeModes/4/Title,Merge Conflict
GameManualItem/content/gitMergeModes/4,"Similar to auto-merge.
When the two target branches diverge into separate development paths with their own commits.
Git compares the modifications in both branches.

If modifications are made to the same file and the content is different, 
Git will alert developers that a merge conflict has occurred, 
requiring them to resolve the conflict manually. 
This scenario is the merge conflict mode.

When a conflict occurs, the merging process is paused. 
Developers need to go into the conflicted files and decide 
which content should be kept and which should be deleted.

After resolving all conflicts and creating a new commit with these contents, the merging process will continue. 
Finally, the content of the specified branch will be merged into the current branch, 
and the current branch will receive a new commit. 
This commit contains the resolved conflict file content."
GameManualItem/content/gitMergeModes/4/tip,"Auto merge and merge conflict are related. 
In this game, merging is categorized into three modes for better understanding."
GameManualItem/content/IntroGameScore/1/Title,Scoring Introduction
GameManualItem/content/IntroGameScore/1,"In the game stages, 
you need to perform the correct operations to complete the current objective.

Every time you complete the objective will be rated based on your action.
You can understand what rate you will get by the star icon on the scoreboard.

There are four ratings:

<b>1. Completed the objective perfectly (1000 points):</b>"
GameManualItem/content/IntroGameScore/2,"     This rating is given when you complete the current objective 
     without making any mistakes.

<b>2. Completed the objective, but made mistakes (750 points):</b>"
GameManualItem/content/IntroGameScore/3,"     This rating is given when you complete the current objective 
     but make mistakes in the process."
GameManualItem/content/IntroGameScore/3/tip,"For how to get a perfect rating, 
please refer to 'How to Complete Objectives Perfectly' in the Game Manual."
GameManualItem/content/IntroGameScore/4,<b>3. Completed the objective with hints (500 points):</b>
GameManualItem/content/IntroGameScore/5,"     This rating is given when you complete the current objective 
     using hints during the process.

<b>4. Completed the objective using the answer feature (0 points):</b>"
GameManualItem/content/IntroGameScore/6,"     This rating is given when you complete the current objective 
     using answer feature during the process.

After completing the game stages, 
you can view the rating for each achieved objective on the results screen."
GameManualItem/content/IntroGame/1/Title,Game Introduction
GameManualItem/content/IntroGame/1,"Welcome to the world of GITainment! 
This game will teach you how to effectively manage projects using Git.

Git is a powerful project management tool that helps you track the development history of your project.
It enhances the stability and efficiency of project development. 

It's an essential tool for software developers 
and is also effective for managing any long-term project.

In this game, you will learn the basic concepts and usage of Git. 
It's designed for those who have no experience in programming or are new to Git. 
By completing the game, you will gain the ability to use Git."
GameManualItem/content/IntroGame/2/Title,Git theme stages:
GameManualItem/content/IntroGame/2,"The core knowledge of Git is divided into several stages.
They form three theme stages:

<b>1. Basics of Git:</b>
     Learn the core concepts and basic commands of Git.
     After completing this theme stage, 
     you will have the basic ability to manage projects with Git.

<b>2. Branch Management:</b>
     Learn about Git's branch system. 
     Using it to develop projects more stably and efficiently.

<b>3. Remote Management:</b>
     Learn Git's remote management features.
     Learn to upload the project to the internet, then collaboratively with the team."
GameManualItem/content/IntroGame/3/Title,Simulated scenario objectives
GameManualItem/content/IntroGame/3,"Each stage generates a scenario that fits the learning goal.
You solve practical problems within a storyline.

Each scenario has a main objective.
It breaks down into several smaller objectives. 

You can simply follow the current objective and instructions to do actions. 
When you complete all objectives, you pass the stage.

In the upper left corner of the game screen, it shows the current objective. 
Please follow it to complete the objectives and pass the stage."
GameManualItem/content/IntroGame/3/Image1,Stage Name
GameManualItem/content/IntroGame/3/Image2,Current Objective
GameManualItem/content/IntroGame/4/Title,Game Scoring
GameManualItem/content/IntroGame/4,"During the game, each completed objective will be rated based on your action.
Game points in each stage show your performance on the stage.

After completing a stage, the game will give you a final rating of 1 to 4 stars. 
Your score and completion time for the stage will be uploaded to the global leaderboard. 
Try to get high scores and become one of the top 10 Git learners in the world!"
GameManualItem/content/CheckBeforeMergeMainBrach/1,"Before merging a completed development branch into the remote main branch,
we should go through the 'Preparation for Merging' process.
It helps ensure the merged project works fine and avoids merge conflicts.

Here are the steps for confirmation:

<b>1. Check branch commit records:</b>
     Check the commit history of both the 'development branch' and 'main branch'. 
     Make sure they are consistent with the remote repository.
     This ensures the actions below are valid.

<b>2. Merge local main branch:</b>
     Merge the 'main branch' in your local computer into the 'development branch'.
     This integrates the changes from both branches.

<b>3. Verify project status after merge:</b>
     After merging, check if the project encounters any issues.
     If there are problems, we should resolve them locally.

<b>4. Upload the merged 'development branch' to the remote repository:</b>
     Once the merged project runs smoothly,
     or after resolving any issues caused by the merge,
     the branch can be uploaded to the remote repository.

After completing the above steps,
you can create a Pull Request for merging,
let the merged 'development branch' can be merged into the remote main branch."
GameManualItem/content/VersionControlAndGit/1/Title,Version Control
GameManualItem/content/VersionControlAndGit/1,"Version Control is a system for managing documents, code, and other content. 
It's particularly suited for projects requiring long-term operation and development.
It plays an important role in the field of software development.

It has the following features:

<b>1. File content tracking:</b>
     Each change is recorded. 
     You can use these records to see 
     who made the changes when they were made, and the specific changes.

<b>2. Version rollback:</b>
     When errors occur during development, 
     this feature allows you to revert to a version before the error occurs. 
     But current developments and all records won't lost. 
     You can easily switch to the version you want.

<b>3. Branch management:</b>
     You can divide the development content into multiple branches. 
     The main advantage of branch management is that branches do not interfere with each 
     other, enhancing development efficiency and stability."
GameManualItem/content/VersionControlAndGit/2,"Git is a widely used version control tool, especially popular in software development. 

It contains the principles of version control, 
allowing users to perform various operations through the command line. 

These commands are typically user-friendly, 
and you will learn and use them in this game to achieve scenario goals.

In addition to the advantages of version control, Git also supports team collaboration. 
There are many Git service platforms online (e.g., GitHub, GitLab). 
These platforms allow you to upload your projects and collaborate with other members."
GameManualItem/content/IntroGetPerfect/1/Title,Objective introduction
GameManualItem/content/IntroGetPerfect/1,"Each simulated scenario in the game has a main objective, and your task is to complete it.
The game divides the main goal into several smaller objectives.

You can view the current objective in the top left corner of the game screen. 
Usually, if you follow and complete them, you can get a perfect rating."
GameManualItem/content/IntroGetPerfect/2/Title,Things to note
GameManualItem/content/IntroGetPerfect/2,"However, if you perform incorrect or irrelevant actions within the current objective, 
the system will detect your actions. 
If an action changes the content of the current project, it may seem as a failure.

<b>1. Avoid irrelevant actions:</b>
     Executing Git commands like <color=#CF001C>git status</color>, <color=#CF001C>git branch</color>, and <color=#CF001C>git log</color>, 
     which do not directly affect the content of the project.
     They aren't seen as an operational error.

     If the objective is related to files, please focus on these files. 
     For example: Modifying content in old version files will seen as an operational failure.

<b>2. Operate according to objective requirements:</b>
     Even if some actions seem to help achieve the main objective.
     If they do not meet the requirements of the current objective, they may also seen as an 
     operational failure.
     Follow the instructions of the objective, which can solve problems more effectively 
     in real scenarios."
GameManualItem/content/IntroGetPerfect/3/Title,Error message popup
GameManualItem/content/IntroGetPerfect/3,"When you make a mistake in the File Manager or File Content window, 
a pop-up window with the error reason will appear."
GameManualItem/content/IntroGetPerfect/4/Image1,Error message title
GameManualItem/content/IntroGetPerfect/4/Image2,Error message details
GameManualItem/content/IntroGetPerfect/4,"When executing Git commands, 
if an incorrect command could cause serious problems, 
the game will stop that command and be seen as an operational error.

For example, if you are asked to merge the 'new-feature' branch into the 'master'.
But if you attempt to merge it into 'another-branch', it will be considered an error."
GameManualItem/content/IntroGetPerfect/4/Tip,"Mistakes are part of the learning process. 
When you make a mistake, don't be discouraged. 
Understanding the reason for the mistake and learning from it.
It can significantly improve your Git skills and help you avoid these errors in actual scenarios."
GameManualItem/content/IntroStagingArea/1,"The Staging Area window is a separate display for the output of the 'git status' command. 
It shows the results of the 'git status' command execution."
GameManualItem/content/IntroStagingArea/2/Title,Current display content
GameManualItem/content/IntroStagingArea/2,"You can click on previously executed commands 
to view the staging area's status at different points in time. 
The corresponding command ID will be displayed here."
GameManualItem/content/IntroStagingArea/3/Title,Staged and Unstaged areas
GameManualItem/content/IntroStagingArea/3,"The game simplifies the content of the staging area into two file statuses:

<b>1. Unstaged Area:</b>
     Compares the current commit and the working directory files, 
     and found files are different in the working directory.
     But they are not moved to the staging area.

<b>2. Staged Area:</b>
     Compares the current commit and the working directory files, 
     and found files are different in the working directory.
     And they have been added to the staging area."
GameManualItem/content/IntroStagingArea/4/Title,File status
GameManualItem/content/IntroStagingArea/4,"From left to right, the display includes:
1. File status
2. File location in the project
3. File name

File status is categorized into:

<b>1. New File Icon:</b>"
GameManualItem/content/IntroStagingArea/5,"     Shows a file is being tracked for the first time.

<b>2. The modified file icon:</b>"
GameManualItem/content/IntroStagingArea/6,"     Shows a tracked file has been modified.

<b>3. The Deleted file icon:</b>"
GameManualItem/content/IntroStagingArea/7,"     Shows a tracking file has been removed, 
     which typically means that the file has been deleted."
GameManualItem/content/IntroAssistance/1,"The dialogue window is frequently used in the game. 
Before starting the game, you need to click this button to proceed to the next step. 
There're multiple dialogues will appear during the stage.
They will guide you on what to do next.

When the system allows you to start an action by yourself, 
you can click the button again to use the assistance feature. 
The system will pop up options."
GameManualItem/content/IntroAssistance/1/Image1,Dialogue Window
GameManualItem/content/IntroAssistance/1/Image2,Story Dialogue
GameManualItem/content/IntroAssistance/1/Image3,Your Response
GameManualItem/content/IntroAssistance/2/Title,Review previous conversations
GameManualItem/content/IntroAssistance/2,"The dialogue usually contains instructional content and guidance. 
You can choose this option when you forget what you should be doing."
GameManualItem/content/IntroAssistance/3/Title,Use hint feature
GameManualItem/content/IntroAssistance/3,"The hint feature will provide guidance based on the current stage objective. 
After using the hint feature, 
the rating for completing the current objective will change to 'Completed the objective with hints'."
GameManualItem/content/IntroAssistance/4/Title,Use answer feature
GameManualItem/content/IntroAssistance/4,"The answer feature assists you through dialogue until the current objective is completed. 
After using the answer feature, 
the rating for completing the current objective will change to 'Completed objective with answer feature'.

To use this feature, it needs to meet some conditions so you can use it.
To better learn Git commands and version control knowledge, 
please try to complete objectives in other ways."
GameManualItem/content/IntroResultsScreen/1,"This window will display after completing the stage. 
The system records your actions during the stage, 
and the window will show the summarized results, allowing you to understand your performance on the stage."
GameManualItem/content/IntroResultsScreen/2/Title,Stage rating and detailed statistics
GameManualItem/content/IntroResultsScreen/2,"Displays the total score and rating for the stage, 
The system will give a rating from 1 to 4 stars. 
You can use the rating to know your performance on the stage.

The bottom section will display a count of actions performed during the stage."
GameManualItem/content/IntroResultsScreen/3/Title,Leaderboard
GameManualItem/content/IntroResultsScreen/3,"The personal leaderboard shows your best record for the current stage. 
You can use it to track your learning status. 
Try to break your records to show you are improving on the stage.

Also, your score and completion time for the stage will be uploaded to the global leaderboard. 
You can view the global leaderboard for the stage using the button in the top-right corner."
GameManualItem/content/IntroResultsScreen/4/Title,Completed objectives list
GameManualItem/content/IntroResultsScreen/4,"Displays all the objectives completed at the current stage. 
Each objective includes a task description and the time taken to complete it.
And the completed objectives are categorized into four ratings:

1. <b>Completed the objective perfectly:</b>"
GameManualItem/content/IntroResultsScreen/5,"2. <b>Completed the objective, but made mistakes:</b>"
GameManualItem/content/IntroResultsScreen/6,3. <b>Completed the objective with hints:</b>
GameManualItem/content/IntroResultsScreen/7,4. <b>Completed the objective using the answer feature:</b>
GameManualItem/content/IntroCommandLine/1,"The command line window simulates the command prompt (CMD) window in real computers. 
Users can execute system commands and Git commands in this window.

Using Git in the real scenario, 
command execution results are displayed in this window."
GameManualItem/content/IntroCommandLine/2/Title,Toolbar introduction
GameManualItem/content/IntroCommandLine/2,<b>Right-side trash bin icon:</b> Clears the content of command history.
GameManualItem/content/IntroCommandLine/3/Title,Command history
GameManualItem/content/IntroCommandLine/3/Image,001 - Executed command successfully
GameManualItem/content/IntroCommandLine/3,"Used to record previously executed commands. 
Click on a command to view its execution result, 
or hover over a command to quickly preview the result.

After executing a command, there are three types of results:

<b>1. Command executed successfully:</b>"
GameManualItem/content/IntroCommandLine/4/Image,002 - Incorrect command execution
GameManualItem/content/IntroCommandLine/4,"     When the executed command is correct and doesn't cause problems for the project.

<b>2. Warning:</b>"
GameManualItem/content/IntroCommandLine/5/Image,003 - Command stop executed
GameManualItem/content/IntroCommandLine/5,"     Command execution is interrupted, it usually means there's an error during the execution. 
     The game will alert you to the reason for the failure.

<b>3. Command execution aborted:</b>"
GameManualItem/content/IntroCommandLine/6,"     The executed command might cause problems for the project. 
     If the command is successfully executed, it may require additional time and effort
     to resolve issues. 
     In the game, the execution will be forcibly stopped and considered an operation error."
GameManualItem/content/IntroCommandLine/7/Title,Command execution details
GameManualItem/content/IntroCommandLine/7,"After executing a command, the result is displayed here."
GameManualItem/content/IntroCommandLine/8/Title,Current location
GameManualItem/content/IntroCommandLine/8/Image,Current location in Command Line
GameManualItem/content/IntroCommandLine/8,"<b>Hover over the left-side compass icon:</b> Current command line location.
<b>Hover over the right-side branch icon:</b> Current branch, commit."
GameManualItem/content/IntroCommandLine/8/tip,"In the game, 
the command line window syncs with the path in the file manager window. 
If you move the path in the file manager window, the command line will also update the path."
GameManualItem/content/IntroCommandLine/9/Title,Input command field
GameManualItem/content/IntroCommandLine/9/Image,Click to enter a command...
GameManualItem/content/IntroCommandLine/9,"Used to execute Git commands.
During command input, the following operations can be performed:
1. Click the Tab key or lens icon for the quick search feature.
2. Press Enter or click the arrow icon to execute the command.
3. Use the up and down arrow keys to quickly fill in previously executed commands.
4. Right-click in the input field to paste the copied content."
GameManualItem/content/IntroCommandLine/10/Title,Quick complete feature
GameManualItem/content/IntroCommandLine/10,"Search for appropriate results based on current input to quickly fill in the input field. 
It is useful in the following scenarios:
1. Quick enter command.
2. Unfamiliarity with command structure.
3. Use in-game systems: Filling in commit messages, and naming branches."
GameManualItem/content/IntroCommandLine/10/tip,"For how to use the quick fill for commit messages and branch naming,
please refer to the 'git commit', and 'git branch' commands in the game manual."
GameManualItem/content/IntroGitCommand/1/Title,Introduction to Git command structure
GameManualItem/content/IntroGitCommand/1,"Git is a widely used version control tool. 
Users need to enter Git commands in the command line to perform various operations.
The structure of a Git command consists of several keywords.
They are separated by spaces.

For example:"
GameManualItem/content/IntroGitCommand/1/exampleBox,<color=#CF001C>git</color> <color=#173D91>add</color> <color=#244B0E>Text_File.txt</color>
